A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
#,0.0,0.0,#,#,0.0,#,1.0,#,0.0,#,1.0,0.427630752325058,0.84375,1,81.84248286431632,4923,3841,0.45454545454545453,0.001006346726929365,27,32
#,0.0,0.0,0.0,#,#,1.0,#,#,1.0,#,0.0,0.2588642078729486,0.7631578947368421,1,67.82750772122276,4921,3844,0.45454545454545453,0.0008340166134034716,29,38
#,#,1.0,#,#,#,#,#,1.0,#,1.0,1.0,0.222660855803264,0.740506329113924,1,68.11428528899165,4975,3861,0.2727272727272727,0.0008375428708749054,117,158
#,1.0,#,#,#,#,0.0,#,#,#,#,0.0,0.13679079779800066,0.6717557251908397,2,65.86551743423104,4993,3862,0.18181818181818182,0.0016197834075326505,176,262
#,1.0,#,#,#,1.0,#,#,#,1.0,#,1.0,0.2112538742896759,0.7327586206896551,2,68.3268495089616,4980,3871,0.2727272727272727,0.0016803131810830894,85,116
0.0,#,#,#,1.0,#,1.0,#,1.0,#,#,1.0,0.28224421495967555,0.7764705882352941,1,80.92524200083355,4975,3871,0.36363636363636365,0.000995068203741083,66,85
1.0,#,#,#,#,#,#,#,#,1.0,#,1.0,0.07483702853817203,0.5954198473282443,1,63.789115239210915,4997,3873,0.18181818181818182,0.000806725141561219,156,262
#,1.0,#,1.0,#,0.0,#,0.0,#,0.0,#,0.0,0.11707060933908406,0.6511627906976745,1,71.89445395360721,4935,3876,0.45454545454545453,0.0008840243586027838,28,43
1.0,#,#,#,#,#,1.0,#,0.0,#,#,0.0,0.13412582915463023,0.6691176470588235,1,70.68229755129812,4998,3877,0.2727272727272727,0.0008865870955850476,91,136
0.0,0.0,#,0.0,#,0.0,#,#,0.0,#,0.0,0.0,0.670176922268936,0.9230769230769231,1,83.070285312,4971,3881,0.5454545454545454,0.0010214439592138593,12,13
#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.05642573770037741,0.5627240143369175,1,66.96334414463863,4998,3881,0.09090909090909091,0.008667079163647314,314,558
0.0,#,1.0,#,#,#,1.0,#,#,#,#,1.0,0.2765882018238683,0.7733333333333333,2,70.59802328308066,4975,3883,0.2727272727272727,0.0017361665279973495,116,150
#,#,1.0,#,#,#,#,#,0.0,#,0.0,0.0,0.22011618705032351,0.7388059701492538,1,71.384994147489,4998,3884,0.2727272727272727,0.0008973876663102397,99,134
#,#,1.0,#,#,0.0,0.0,#,#,1.0,0.0,0.0,0.41500972208362036,0.8387096774193549,1,67.19695575541188,4984,3884,0.45454545454545453,0.000826263257386589,26,31
0.0,#,#,#,#,#,0.0,1.0,#,0.0,#,0.0,0.1134276198236865,0.6470588235294118,1,67.28462786531907,4993,3891,0.36363636363636365,0.0008273412860308856,44,68
0.0,#,1.0,#,#,0.0,0.0,1.0,0.0,#,1.0,0.0,0.2994492622121735,0.7857142857142857,1,71.9844462592,4843,3891,0.6363636363636364,0.0008851309167008839,11,14
#,0.0,#,0.0,#,#,1.0,#,#,1.0,#,0.0,0.12711521784793314,0.6619718309859155,1,79.75229108041692,4960,3895,0.36363636363636365,0.0009806454335818861,47,71
1.0,#,1.0,0.0,#,#,#,#,0.0,0.0,1.0,1.0,0.022132674897119342,0.4666666666666667,1,69.76636106752,4854,3897,0.5454545454545454,0.0008578570279504865,7,15
1.0,0.0,0.0,#,#,#,#,0.0,#,#,#,0.0,1.0,1.0,8,60.548365764007784,4989,3901,0.36363636363636365,0.005956090047614931,66,66
1.0,0.0,#,#,0.0,#,#,0.0,0.0,#,#,0.0,1.0,1.0,3,76.18619913910489,4960,3912,0.45454545454545453,0.0028103887904256876,33,33
1.0,#,1.0,#,#,#,#,#,0.0,#,#,0.0,0.3540925979614258,0.8125,2,73.60063913613818,4998,3917,0.2727272727272727,0.001862885041793804,104,128
1.0,#,1.0,#,#,0.0,1.0,#,0.0,#,#,0.0,0.4128571866759781,0.8378378378378378,1,79.22031150516816,4998,3917,0.45454545454545453,0.0010178178772073355,31,37
#,1.0,0.0,#,#,0.0,#,#,#,#,#,0.0,0.21286219479551413,0.7338709677419355,1,67.50278384217023,4976,3930,0.2727272727272727,0.0008300237627297929,91,124
0.0,#,1.0,0.0,1.0,#,#,#,#,1.0,#,1.0,0.2957885573215846,0.7837837837837838,1,64.39132867877828,4975,3938,0.45454545454545453,0.0007917648706473267,29,37
#,1.0,0.0,#,#,0.0,#,#,#,0.0,#,0.0,1.0,1.0,5,81.0200558206576,4976,3959,0.36363636363636365,0.004981170239295276,59,59
1.0,1.0,#,#,#,#,#,#,#,1.0,#,1.0,0.17335480851781832,0.7043478260869566,2,61.016515146218,4983,3967,0.2727272727272727,0.0014760446275823777,81,115
0.0,#,0.0,0.0,#,#,0.0,#,0.0,#,#,0.0,0.2994492622121735,0.7857142857142857,1,65.46184894900965,4971,3969,0.45454545454545453,0.0008049281390667969,22,28
#,#,0.0,0.0,#,#,#,0.0,1.0,0.0,#,0.0,0.8686157861214838,0.9722222222222222,2,78.77351320930677,4976,3988,0.45454545454545453,0.0019372204853153724,35,36
1.0,#,#,#,#,#,#,#,#,0.0,#,0.0,0.083084095520768,0.608,1,74.77604620079512,4954,3994,0.18181818181818182,0.0009194568238068294,152,250
0.0,#,1.0,0.0,1.0,1.0,#,#,#,1.0,#,1.0,0.2994492622121735,0.7857142857142857,1,55.857906892799996,4815,4005,0.5454545454545454,0.00068683671129439,11,14
0.0,#,0.0,1.0,1.0,1.0,#,#,#,#,#,1.0,1.0,1.0,5,83.6284979402046,4980,4018,0.45454545454545453,0.005141539102599601,30,30
#,1.0,0.0,#,#,#,#,0.0,#,1.0,#,1.0,0.2581086210919234,0.7627118644067796,1,63.43148351796584,4983,4022,0.36363636363636365,0.0007799624790025867,45,59
1.0,#,#,#,#,0.0,1.0,0.0,0.0,#,#,0.0,0.2373046875,0.75,1,71.72658952508442,4960,4025,0.45454545454545453,0.0008819602738841928,24,32
1.0,#,1.0,#,#,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,80.25,4960,4040,0.7272727272727273,0.0009867653327425255,4,4
0.0,0.0,#,0.0,1.0,#,0.0,#,#,1.0,#,1.0,0.1134276198236865,0.6470588235294118,1,51.3774780669952,4949,4049,0.5454545454545454,0.0006317447257352066,11,17
#,#,1.0,0.0,1.0,#,1.0,#,#,#,#,1.0,0.2503403425672665,0.7580645161290323,2,80.39837780298765,4975,4062,0.36363636363636365,0.001977179614323349,47,62
#,1.0,0.0,#,#,0.0,1.0,#,#,#,#,0.0,0.21720617794361205,0.7368421052631579,1,64.24609557638944,4944,4064,0.36363636363636365,0.0007899790639108289,42,57
#,1.0,#,#,#,1.0,1.0,#,#,#,#,1.0,0.27052290701991805,0.7699115044247787,1,68.82178940613365,4966,4066,0.2727272727272727,0.0008462424414115824,87,113
1.0,#,#,#,#,0.0,1.0,#,#,0.0,#,0.0,0.08988803537961923,0.6176470588235294,1,79.30744532870446,4879,4067,0.36363636363636365,0.0009751755473986132,42,68
#,#,1.0,1.0,0.0,0.0,1.0,#,#,0.0,#,1.0,0.040386107340619246,0.5263157894736842,1,57.66569314703769,4869,4067,0.5454545454545454,0.0007090655063684114,10,19
1.0,#,#,#,#,0.0,#,#,#,0.0,#,0.0,0.07042962777237427,0.5882352941176471,1,78.15380768406888,4935,4068,0.2727272727272727,0.0009609902560058015,70,119
#,0.0,1.0,#,#,#,#,#,1.0,#,1.0,1.0,0.25231930775284844,0.7592592592592593,1,67.4195222507021,4961,4083,0.36363636363636365,0.0008289999664430675,41,54
1.0,#,1.0,#,1.0,#,#,#,1.0,#,#,1.0,0.2967898717650668,0.7843137254901961,2,65.14400016741158,4966,4083,0.36363636363636365,0.001652109539193465,40,51
1.0,#,1.0,#,#,0.0,1.0,#,0.0,1.0,0.0,0.0,1.0,1.0,1,76.0336,4998,4094,0.6363636363636364,0.0009688375588467174,8,8
1.0,#,1.0,#,#,0.0,1.0,#,0.0,#,0.0,0.0,1.0,1.0,1,79.222895546368,4998,4094,0.5454545454545454,0.0010178575943767185,16,16
#,#,1.0,1.0,#,0.0,#,#,0.0,0.0,1.0,1.0,0.03125,0.5,1,67.396870656,4790,4097,0.5454545454545454,0.000828721439235798,7,14
#,1.0,#,1.0,#,#,#,#,#,0.0,0.0,0.0,0.14458830143346377,0.6792452830188679,1,68.33028667209538,4993,4102,0.36363636363636365,0.0008401988543848269,36,53
0.0,#,0.0,1.0,#,#,#,#,#,1.0,#,1.0,0.2373046875,0.75,1,75.3036784285319,4980,4104,0.36363636363636365,0.0009259446641902357,39,52
0.0,0.0,#,#,0.0,#,#,1.0,0.0,#,#,0.0,0.15359020233154297,0.6875,1,71.61652258604727,4843,4110,0.45454545454545453,0.0008806068752583617,22,32
#,0.0,1.0,#,#,#,#,#,1.0,0.0,1.0,1.0,0.2994492622121735,0.7857142857142857,1,66.91504456463493,4961,4113,0.45454545454545453,0.000822796837573868,22,28
0.0,#,1.0,#,#,0.0,0.0,#,#,#,#,0.0,0.2630755761638284,0.765625,1,68.92848088187638,4984,4119,0.36363636363636365,0.0008475543348640692,49,64
0.0,#,0.0,1.0,#,1.0,1.0,1.0,#,#,#,1.0,1.0,1.0,1,84.220658176,4953,4120,0.5454545454545454,0.00103558910640293,13,13
#,1.0,#,#,#,0.0,#,#,#,0.0,#,0.0,0.18136997980202818,0.7107438016528925,2,73.70155092873583,4976,4126,0.2727272727272727,0.001812489356407083,86,121
#,0.0,#,0.0,#,#,#,#,0.0,#,1.0,0.0,0.11524825065124636,0.6491228070175439,1,66.26478214563633,4915,4132,0.36363636363636365,0.000814801119041119,37,57
#,#,#,#,#,#,0.0,#,#,#,#,0.0,0.06591215356422742,0.5804878048780487,1,65.18258100698564,4994,4136,0.09090909090909091,0.0008014942210140164,238,410
#,#,0.0,#,#,0.0,#,#,#,0.0,#,0.0,0.2373046875,0.75,1,79.53427359777437,4976,4143,0.2727272727272727,0.0009779646598273258,72,96
#,0.0,0.0,0.0,#,0.0,#,#,#,#,#,0.0,0.3276800000000001,0.8,1,78.07957054148731,4971,4154,0.36363636363636365,0.0009600774256169997,36,45
#,#,1.0,#,1.0,#,1.0,#,1.0,1.0,0.0,1.0,0.13168724279835387,0.6666666666666666,1,60.56139008,4825,4180,0.5454545454545454,0.0007556192436195684,8,12
#,#,0.0,#,#,0.0,#,#,#,#,#,0.0,0.08768067671438307,0.6145833333333334,1,64.95229435415597,4989,4183,0.18181818181818182,0.0007986625838102078,118,192
1.0,1.0,#,#,1.0,#,1.0,#,#,#,1.0,1.0,0.22059995870325735,0.7391304347826086,1,80.06189872139181,4966,4188,0.45454545454545453,0.0009844524128574774,17,23
0.0,1.0,#,0.0,0.0,1.0,#,#,0.0,#,#,1.0,0.2373046875,0.75,1,71.1088,4673,4218,0.5454545454545454,0.0008743638466407688,6,8
1.0,1.0,#,1.0,#,#,0.0,1.0,#,#,1.0,1.0,0.13168724279835387,0.6666666666666666,1,57.924030115840004,4974,4220,0.5454545454545454,0.0007122420542186284,10,15
#,#,1.0,#,#,#,#,#,0.0,#,#,0.0,0.10233742791392934,0.6338797814207651,1,71.28028717455302,4998,4221,0.18181818181818182,0.0008957783016530802,116,183
#,#,0.0,#,#,0.0,#,#,1.0,0.0,#,0.0,0.29209816617096457,0.7818181818181819,1,79.65049326472453,4976,4236,0.36363636363636365,0.000979393713264451,43,55
#,1.0,1.0,#,#,#,0.0,#,#,#,0.0,0.0,1.0,1.0,10,60.44336837059721,4993,4250,0.36363636363636365,0.007432201931749707,43,43
#,0.0,1.0,#,#,#,#,#,#,#,#,0.0,0.044042800868942585,0.5355191256830601,1,68.0415728153883,4994,4251,0.18181818181818182,0.011261117386506363,98,183
1.0,0.0,0.0,#,#,1.0,#,1.0,#,#,1.0,0.0,0.0,0.0,1,86.79798887219201,4255,4255,0.5454545454545454,0.00106728032860873,0,16
#,1.0,1.0,#,#,#,1.0,#,1.0,#,#,1.0,0.3276800000000001,0.8,1,71.62926874536831,4975,4257,0.36363636363636365,0.00088076360383336,48,60
#,0.0,0.0,#,#,#,#,1.0,#,#,#,1.0,0.19724564886917628,0.7227722772277227,2,73.99302113133258,4959,4273,0.2727272727272727,0.0018196572739510061,73,101
0.0,1.0,1.0,#,#,#,0.0,#,1.0,#,#,0.0,1.0,1.0,2,63.572562157594845,4898,4276,0.45454545454545453,0.0015633944037566096,29,29
1.0,#,0.0,#,#,#,#,#,0.0,0.0,1.0,0.0,0.11798236980223087,0.6521739130434783,1,69.7898731633522,4903,4281,0.45454545454545453,0.0008581461360011699,15,23
#,#,0.0,#,#,0.0,1.0,#,#,0.0,#,0.0,0.2935778904262872,0.782608695652174,1,76.26430793502496,4944,4287,0.36363636363636365,0.0009377567002602285,36,46
1.0,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,1.0,1.0,4,70.63393885640355,4960,4290,0.36363636363636365,0.00347409954784071,44,44
#,0.0,#,#,1.0,#,#,#,1.0,#,#,1.0,0.21635505760422732,0.7362637362637363,1,67.3656755223547,4965,4292,0.2727272727272727,0.000860202311977828,67,91
#,0.0,#,#,#,#,#,1.0,1.0,#,#,1.0,0.1882412826591052,0.7160493827160493,1,74.94808246908994,4997,4333,0.2727272727272727,0.000921572206056396,58,81
0.0,#,#,1.0,#,1.0,1.0,1.0,#,#,#,1.0,0.4234790289079717,0.8421052631578947,3,82.00297763127297,4953,4335,0.45454545454545453,0.0030249605797458296,16,19
#,0.0,0.0,#,#,#,#,0.0,#,#,#,0.0,0.2535525376,0.76,2,62.264230869925335,4989,4341,0.2727272727272727,0.0015312195512104498,57,75
#,0.0,1.0,#,0.0,#,#,#,1.0,#,1.0,1.0,0.023078380428451596,0.47058823529411764,1,62.626486267904,4936,4346,0.45454545454545453,0.0007700641191357444,8,17
1.0,#,1.0,#,#,0.0,#,#,0.0,#,#,0.0,0.21208362139917689,0.7333333333333333,2,71.99402058037623,4998,4351,0.36363636363636365,0.0018134970201811322,33,45
0.0,1.0,0.0,#,#,#,0.0,#,#,1.0,#,0.0,0.040386107340619246,0.5263157894736842,1,77.33954029453312,4861,4370,0.45454545454545453,0.0009509779091948777,10,19
1.0,#,0.0,#,#,#,#,0.0,#,#,#,0.0,0.21817758148193367,0.7375,3,60.6510039982582,4989,4377,0.2727272727272727,0.0022373199305237195,59,80
0.0,#,0.0,0.0,0.0,#,#,#,0.0,#,#,0.0,0.34765472254481466,0.8095238095238095,1,76.57752400445702,4971,4386,0.45454545454545453,0.0009416080492817042,17,21
0.0,0.0,1.0,#,1.0,0.0,#,#,#,#,#,0.0,0.0,0.0,1,68.84813074956288,4388,4388,0.45454545454545453,0.0008465663382902595,0,18
#,1.0,1.0,#,#,#,1.0,#,#,#,#,1.0,0.296368534706749,0.7840909090909091,2,69.91356807533359,4975,4402,0.2727272727272727,0.001749543175682895,69,88
#,0.0,1.0,#,0.0,#,1.0,#,#,#,#,0.0,0.39052583328375096,0.8285714285714286,1,72.4116173243664,4960,4408,0.36363636363636365,0.0008903834724424029,29,35
#,1.0,1.0,#,0.0,0.0,#,#,1.0,#,#,1.0,0.06092699470458736,0.5714285714285714,1,64.50131685461447,4974,4415,0.45454545454545453,0.0007931173007897161,16,28
#,1.0,#,#,1.0,#,0.0,#,#,0.0,0.0,0.0,0.534824985896467,0.8823529411764706,1,71.0987514404864,4993,4419,0.45454545454545453,0.0008742402881339523,15,17
1.0,#,1.0,#,#,#,0.0,#,#,#,1.0,1.0,0.191817969083786,0.71875,2,64.12885737653609,4974,4424,0.36363636363636365,0.0015770749728985817,23,32
0.0,0.0,#,#,1.0,#,#,#,#,#,1.0,1.0,0.26150027784488145,0.7647058823529411,1,59.85931434406776,4961,4428,0.36363636363636365,0.0007360385823858374,26,34
#,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,0.18313426592522022,0.7121212121212122,1,67.47357255843133,4971,4430,0.2727272727272727,0.000829664576659781,47,66
0.0,#,1.0,1.0,#,#,1.0,#,#,#,#,1.0,0.28962137296388657,0.7804878048780488,1,70.67904873970357,4937,4461,0.36363636363636365,0.0008690795644555611,32,41
#,0.0,1.0,#,0.0,#,#,#,#,1.0,#,0.0,0.3411077401491926,0.8064516129032258,1,74.63117433692385,4994,4464,0.36363636363636365,0.0009176754589101569,25,31
0.0,1.0,1.0,#,#,#,0.0,#,#,#,#,0.0,1.0,1.0,4,60.80164537928437,4993,4472,0.36363636363636365,0.002990502471475767,35,35
#,#,1.0,#,1.0,#,#,#,1.0,#,#,1.0,0.2314600316517187,0.746268656716418,1,70.16941001568846,4975,4477,0.2727272727272727,0.0009032962060625036,50,67
1.0,#,1.0,#,0.0,#,0.0,#,#,0.0,1.0,1.0,0.3666478320532007,0.8181818181818182,1,64.53296639999999,4936,4494,0.5454545454545454,0.0007935064680692612,9,11
#,#,#,#,#,0.0,1.0,#,#,1.0,1.0,1.0,0.2373046875,0.75,1,67.55856617369216,4975,4496,0.36363636363636365,0.0008307096701556544,33,44
1.0,0.0,#,0.0,#,1.0,0.0,1.0,0.0,#,#,1.0,0.2373046875,0.75,1,59.0,4839,4497,0.6363636363636364,0.0007254723318605484,3,4
#,0.0,1.0,#,0.0,#,1.0,#,#,1.0,#,0.0,0.2693290743429045,0.7692307692307693,1,79.18389504,4960,4500,0.45454545454545453,0.0009736563556011815,10,13
0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,1.0,0.0,0.0,1,65.07615337805485,4516,4516,0.36363636363636365,0.046852361004337456,0,22
#,0.0,1.0,0.0,0.0,#,1.0,#,#,#,1.0,1.0,1.6935087808430282e-05,0.1111111111111111,1,77.17696,4746,4516,0.5454545454545454,0.0009489787989340383,1,9
0.0,#,0.0,#,#,1.0,#,#,#,#,#,1.0,0.12124135504590608,0.6557377049180327,1,73.77676836701244,4980,4519,0.2727272727272727,0.0009071695624466449,40,61
0.0,#,0.0,1.0,1.0,#,#,#,#,#,#,1.0,0.13168724279835387,0.6666666666666666,1,80.5288638664503,4980,4524,0.36363636363636365,0.000990194282224989,20,30
1.0,#,1.0,#,#,#,1.0,#,0.0,0.0,0.0,0.0,1.0,1.0,2,70.52000000000001,4810,4525,0.5454545454545454,0.00173424775738325,6,6
1.0,0.0,#,#,#,1.0,0.0,0.0,1.0,1.0,#,1.0,0.03125,0.5,1,45.5,4965,4529,0.6363636363636364,0.0005594744254178805,1,2
0.0,#,#,#,#,1.0,#,#,#,#,#,1.0,0.11298385033754997,0.646551724137931,1,67.56636567425994,4980,4542,0.18181818181818182,0.0008308055739160656,75,116
1.0,#,0.0,0.0,#,#,#,1.0,#,1.0,#,0.0,0.0,0.0,1,70.37344,4552,4552,0.45454545454545453,0.0008653217562347185,0,9
1.0,0.0,#,#,#,0.0,#,0.0,0.0,#,#,0.0,1.0,1.0,1,77.35706880000001,4960,4554,0.45454545454545453,0.0009511934421734386,11,11
0.0,1.0,#,#,0.0,#,0.0,1.0,#,#,#,0.0,0.3276800000000001,0.8,1,71.91632490496,4924,4559,0.45454545454545453,0.0008842932869091892,12,15
0.0,#,#,#,0.0,#,#,#,#,#,#,0.0,0.1150826641115845,0.648936170212766,1,65.69783868044651,4984,4566,0.18181818181818182,0.0008078299021305366,61,94
1.0,0.0,#,0.0,#,#,#,0.0,#,#,#,0.0,0.34765472254481466,0.8095238095238095,1,73.92528986204799,4960,4590,0.36363636363636365,0.0009089958037235069,17,21
#,0.0,0.0,#,#,#,#,0.0,0.0,#,#,0.0,0.3109652044351208,0.7916666666666666,1,67.8370208070268,4971,4590,0.36363636363636365,0.0008341335876499368,19,24
0.0,1.0,#,#,#,0.0,#,#,#,1.0,#,0.0,0.07775999999999998,0.6,1,71.431537496872,4905,4593,0.36363636363636365,0.0008783322724786427,15,25
#,1.0,0.0,#,#,0.0,0.0,#,#,#,#,0.0,0.2373046875,0.75,1,76.27277280131929,4976,4593,0.36363636363636365,0.0009378607854515749,18,24
#,#,1.0,#,1.0,#,1.0,#,1.0,#,#,1.0,0.4514351841417832,0.8529411764705882,1,74.20959520699746,4975,4613,0.36363636363636365,0.0009653945656363891,29,34
1.0,#,1.0,#,#,#,1.0,#,0.0,#,0.0,0.0,1.0,1.0,1,75.2912,4998,4620,0.45454545454545453,0.0009574267397964363,8,8
0.0,0.0,#,#,1.0,#,0.0,1.0,#,#,#,1.0,0.07775999999999998,0.6,1,55.43936,4737,4622,0.45454545454545453,0.0006816901995941765,6,10
1.0,0.0,1.0,#,#,#,#,1.0,1.0,#,1.0,0.0,0.0,0.0,1,79.72,4634,4634,0.5454545454545454,0.0009802483778969986,0,8
1.0,#,#,1.0,#,#,#,#,1.0,#,#,1.0,0.07307706433667734,0.5925925925925926,1,58.048024008888724,4997,4634,0.2727272727272727,0.0007169883634410031,32,54
1.0,#,1.0,#,#,#,#,#,1.0,0.0,#,1.0,0.401877572016461,0.8333333333333334,2,70.73003266712786,4966,4637,0.36363636363636365,0.001739412940054034,20,24
#,0.0,#,1.0,#,#,#,#,1.0,#,#,1.0,0.10979242280002384,0.6428571428571429,1,60.999989270207976,4997,4645,0.2727272727272727,0.0007623605905956771,27,42
1.0,1.0,0.0,1.0,#,0.0,#,#,#,#,#,0.0,0.007415771484375,0.375,1,67.5216,4935,4648,0.45454545454545453,0.0008302551288636475,3,8
1.0,0.0,0.0,#,#,#,#,0.0,#,#,0.0,1.0,0.0,0.0,1,61.31608831999999,4649,4649,0.45454545454545453,0.0007539512809165717,0,12
#,1.0,0.0,#,1.0,1.0,#,#,#,0.0,#,1.0,0.18593443208187066,0.7142857142857143,1,66.952,4899,4651,0.45454545454545453,0.0008232512468258887,5,7
1.0,0.0,#,1.0,#,#,#,#,1.0,#,#,1.0,0.10737418240000002,0.64,1,61.8275404698813,4997,4667,0.36363636363636365,0.0007750801986160373,16,25
#,1.0,#,#,#,1.0,#,#,#,#,1.0,1.0,0.1463054829007025,0.6808510638297872,1,71.32421059831489,4966,4673,0.2727272727272727,0.0008770125657774973,32,47
#,#,1.0,#,0.0,#,0.0,#,#,0.0,1.0,1.0,0.010240000000000003,0.4,1,65.52934400000001,4936,4682,0.45454545454545453,0.0008057580677452888,4,10
#,#,1.0,1.0,0.0,1.0,0.0,0.0,1.0,#,#,0.0,1.0,1.0,1,61.5,4898,4684,0.6363636363636364,0.0007562126849054868,2,2
0.0,#,0.0,1.0,#,#,1.0,#,#,1.0,#,1.0,0.13168724279835387,0.6666666666666666,1,79.17696,4934,4688,0.45454545454545453,0.0009735710813699891,6,9
1.0,#,#,0.0,#,1.0,#,#,1.0,#,1.0,1.0,0.3666478320532007,0.8181818181818182,1,74.0131584,4936,4689,0.45454545454545453,0.0009100762476747818,9,11
#,1.0,1.0,#,#,#,#,#,#,0.0,#,1.0,0.06327006860516261,0.5757575757575758,1,64.35428997679313,4966,4689,0.2727272727272727,0.0007913094375371868,19,33
0.0,1.0,#,#,#,#,0.0,#,#,#,#,0.0,0.427630752325058,0.84375,1,69.8699578411586,4993,4691,0.2727272727272727,0.0008591308685088734,27,32
0.0,0.0,#,#,1.0,#,#,0.0,#,#,#,1.0,0.4234790289079717,0.8421052631578947,1,65.93112281785959,4961,4692,0.36363636363636365,0.0008106983968280813,16,19
1.0,0.0,0.0,1.0,#,#,#,#,1.0,#,#,1.0,0.016028404235839844,0.4375,1,73.75697385062401,4923,4697,0.45454545454545453,0.0009069261662777913,7,16
#,1.0,#,#,#,1.0,#,#,#,1.0,1.0,1.0,0.5904900000000001,0.9,1,78.43779968383058,4937,4698,0.36363636363636365,0.0009644822617396466,18,20
0.0,#,#,#,#,1.0,1.0,#,#,0.0,#,1.0,0.2373046875,0.75,1,74.60054477970473,4953,4699,0.36363636363636365,0.0009172988335491466,15,20
#,0.0,#,1.0,1.0,0.0,0.0,0.0,0.0,#,#,0.0,1.0,1.0,1,65.0,4702,4702,0.6363636363636364,0.0007992491791684007,1,1
#,0.0,1.0,#,0.0,#,#,#,0.0,1.0,#,1.0,0.0,0.0,1,84.103188992,4715,4715,0.45454545454545453,0.0010341446887277058,0,13
0.0,1.0,#,#,#,0.0,#,#,0.0,1.0,#,0.0,0.03125,0.5,1,69.0192,4905,4725,0.45454545454545453,0.0008486698299516874,4,8
0.0,#,1.0,#,#,1.0,1.0,#,#,#,#,1.0,0.3276800000000001,0.8,1,76.528064,4937,4734,0.36363636363636365,0.000940999882082259,8,10
1.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.0,0.0,0.0,1,68.30533932040193,4736,4736,0.36363636363636365,0.0008398920982253896,0,18
#,1.0,1.0,#,#,1.0,#,#,#,#,1.0,1.0,0.13168724279835387,0.6666666666666666,1,70.8476029952,4966,4745,0.36363636363636365,0.0008711521313840358,10,15
0.0,#,0.0,#,#,1.0,1.0,#,#,0.0,#,1.0,0.095367431640625,0.625,1,74.1008,4953,4748,0.45454545454545453,0.0009111539011649513,5,8
#,#,1.0,#,0.0,#,#,#,#,#,0.0,0.0,0.1800134415442498,0.7096774193548387,1,70.30776958429009,4998,4756,0.2727272727272727,0.0008808305346195325,22,31
1.0,1.0,#,#,#,#,1.0,#,0.0,#,#,0.0,0.00019869482337892967,0.18181818181818182,1,67.05926400000001,4998,4757,0.36363636363636365,0.000830900430354767,2,11
#,1.0,#,#,#,#,1.0,#,1.0,1.0,1.0,1.0,1.0,1.0,1,80.16063488,4975,4762,0.45454545454545453,0.0009856664866070442,12,12
0.0,#,#,#,1.0,#,1.0,#,#,#,0.0,1.0,0.056313514709472656,0.5625,1,75.719337586688,4962,4766,0.36363636363636365,0.0009310556678974679,9,16
0.0,#,0.0,1.0,#,1.0,0.0,#,#,1.0,#,1.0,1.0,1.0,1,66.0,4980,4767,0.5454545454545454,0.0008115453203863761,4,4
#,0.0,#,#,1.0,#,#,0.0,#,#,#,1.0,0.05507317760000002,0.56,1,59.20745595834998,4965,4770,0.2727272727272727,0.009226876347228708,14,25
#,0.0,#,1.0,0.0,0.0,#,#,#,#,0.0,0.0,0.18593443208187066,0.7142857142857143,1,69.288,4958,4778,0.45454545454545453,0.0008519750327110792,5,7
#,#,#,#,#,#,0.0,#,#,#,0.0,0.0,0.13168724279835387,0.6666666666666666,1,65.67883678348771,4993,4781,0.18181818181818182,0.0008075962521221218,32,48
#,1.0,1.0,#,#,#,#,#,#,#,0.0,1.0,0.0004135537391679411,0.21052631578947367,1,58.8824685116457,4907,4782,0.2727272727272727,0.0007052216403106311,4,19
#,0.0,0.0,1.0,#,#,#,1.0,#,#,#,0.0,0.0,0.0,1,94.364736,4788,4788,0.36363636363636365,0.0011603221198529666,0,10
0.0,0.0,1.0,#,1.0,#,1.0,#,#,#,#,0.0,0.0,0.0,1,78.4,4790,4790,0.45454545454545453,0.0009640174714892711,0,5
0.0,0.0,#,0.0,#,0.0,#,#,#,#,#,0.0,0.620921323059155,0.9090909090909091,1,73.8087808,4984,4796,0.36363636363636365,0.0009075631918433909,10,11
#,1.0,#,0.0,#,#,0.0,#,#,#,#,0.0,0.09091180653955425,0.6190476190476191,1,68.68676624221995,4976,4805,0.2727272727272727,0.0008445821775204017,13,21
1.0,#,#,1.0,1.0,#,1.0,#,0.0,0.0,0.0,1.0,0.057342497210329635,0.8947368421052632,1,69.7807505210409,4810,4810,0.6363636363636364,0.0008580339627030291,0,0
1.0,#,1.0,#,1.0,1.0,#,#,0.0,#,1.0,1.0,0.0,0.0,1,47.0,4811,4811,0.5454545454545454,0.0005779186372448436,0,1
#,1.0,1.0,#,#,#,0.0,#,#,0.0,1.0,1.0,0.03125,0.5,1,52.480000000000004,4930,4811,0.45454545454545453,0.0006453014911193488,3,6
